"STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM","PROPDMGTOTAL"
"254633",17,"4/19/1996 0:00:00","08:46:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","TINLEY PARK","4/19/1996 0:00:00","08:46:00 PM",0,NA,0,"","TINLEY PARK",0,0,NA,100,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4135,8747,4135,8747,"",254633,NA
"254635",17,"4/19/1996 0:00:00","08:50:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","PARK FOREST","4/19/1996 0:00:00","08:50:00 PM",0,NA,0,"","PARK FOREST",0,0,NA,100,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4129,8741,4129,8741,"",254635,NA
"254654",17,"4/19/1996 0:00:00","10:08:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","PARK FOREST","4/19/1996 0:00:00","10:08:00 PM",0,NA,0,"","PARK FOREST",0,0,NA,100,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4129,8741,4129,8741,"",254654,NA
"254776",17,"5/9/1996 0:00:00","09:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","NORTHBROOK","5/9/1996 0:00:00","09:00:00 PM",0,NA,0,"","NORTHBROOK",0,0,NA,0,1,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"A man was struck by lightning while walking his dog.
  M58OU",254776,NA
"254877",17,"5/20/1996 0:00:00","03:00:00 PM","CST",31,"COOK","IL","FLOOD",0,"","NORTHERN","5/21/1996 0:00:00","03:00:00 AM",0,NA,0,"","NORTHERN",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"",254801,NA
"254881",17,"5/24/1996 0:00:00","12:45:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO RIDGE","5/24/1996 0:00:00","12:45:00 PM",0,NA,0,"","CHICAGO RIDGE",0,0,NA,0,0,1,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"A man was struck by lightning while using a metal dolly, unloading a delivery truck.",254805,NA
"254882",17,"5/24/1996 0:00:00","01:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO","5/24/1996 0:00:00","01:00:00 PM",0,NA,0,"","CHICAGO",0,0,NA,0,0,1,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"A man was struck by lightning while making a delivery.",254806,NA
"254920",17,"5/28/1996 0:00:00","06:30:00 AM","CST",31,"COOK","IL","FLOOD",0,"","SOUTHERN","5/28/1996 0:00:00","06:30:00 PM",0,NA,0,"","SOUTHERN",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"",254844,NA
"254977",17,"6/17/1996 0:00:00","05:00:00 PM","CST",31,"COOK","IL","FLOOD",0,"","SOUTHERN","6/18/1996 0:00:00","01:00:00 AM",0,NA,0,"","SOUTHERN",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"",254901,NA
"254980",17,"6/17/1996 0:00:00","05:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","PARK RIDGE","6/17/1996 0:00:00","05:00:00 PM",0,NA,0,"","PARK RIDGE",0,0,NA,0,1,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"A twenty year-old man was killed by lightning, while refereeing a soccer game.  M20BF",254904,NA
"255017",17,"7/15/1996 0:00:00","07:55:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","ORLAND PARK","7/15/1996 0:00:00","08:10:00 PM",0,NA,0,"","ORLAND PARK",0,0,NA,100,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"A strong thunderstorm containing large hail and strong winds moved through southern Cook County. This storm caused some tree and power line damage.",254952,NA
"255024",17,"7/17/1996 0:00:00","06:00:00 PM","CST",31,"COOK","IL","FLOOD",0,"","SOUTHERN","7/18/1996 0:00:00","07:00:00 AM",0,NA,0,"","SOUTHERN",0,0,NA,0,0,0,44.7,1e+06,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"",254959,44700000
"255133",17,"9/7/1996 0:00:00","01:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO","9/7/1996 0:00:00","01:00:00 PM",0,NA,0,"","CHICAGO",0,0,NA,0,0,1,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"A 9 year old boy was struck by lightning on the south side of Chicago. ",255068,NA
"255204",17,"10/29/1996 0:00:00","05:55:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","COUNTYWIDE","10/29/1996 0:00:00","06:40:00 PM",0,NA,0,"","COUNTYWIDE",0,0,NA,69,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4153,8736,4153,8736,"",255139,NA
"285803",17,"4/5/1997 0:00:00","05:58:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","MIDWAY AIRPORT","4/5/1997 0:00:00","06:10:00 PM",0,NA,0,"","MIDWAY AIRPORT",0,0,NA,50,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4147,8745,4147,8745,"Severe thunderstorms developed ahead of a strong coldfront during the afternoon and continued into the early evening hours. The thunderstorms moved east through north central Illinois, into northeast Illinois and into northwest Indiana, producing damaging winds with gusts in excess of 60 mph. Damages included downed power lines and large trees, broken off tree limbs and shingles ripped off roofs.

Strong thunderstorm winds were the cause of a storage building in Plato Center, in Kane County Illinois, to loose its roof, a home north of Elburn, Illinois to loose all of its siding and barns along Burlington Blacktop at Illinois 47 were stripped of shingles and sheeting.
",286950,NA
"285808",17,"5/5/1997 0:00:00","01:15:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","ORLAND PARK","5/5/1997 0:00:00","01:15:00 PM",0,NA,0,"","ORLAND PARK",0,0,NA,75,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4138,8752,4138,8752,"",287048,NA
"287066",17,"5/18/1997 0:00:00","07:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","BROOKFIELD","5/18/1997 0:00:00","07:15:00 PM",0,NA,0,"","BERWYN",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4149,8750,4151,8745,"Intense downbursts or possibly a brief gustnado blew down large tree limbs and trees, damaging homes and cars. Strong winds caused some roof damage. At the Brookfield Zoo, trees were damaged and a tram overturned. 

",287066,NA
"287067",17,"5/18/1997 0:00:00","07:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO","5/18/1997 0:00:00","07:25:00 PM",0,NA,0,"","CHICAGO",0,0,NA,55,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4150,8739,4150,8739,"High winds and possible gustnadoes in southern and central Cook County downed many tree limbs, some trees and powerlines.  Specific wind gusts reported: Meigs field 63 mph,  NBC Tower in downtown Chicago 61 mph, 3SW Midway 61 mph, and Midway airport  62 mph. 

",287067,NA
"287068",17,"5/18/1997 0:00:00","07:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","ORLAND PARK","5/18/1997 0:00:00","07:20:00 PM",0,NA,0,"","LYNWOOD",0,0,NA,57,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4138,8752,4131,8735,"Strong winds caused roof and tree damage to homes or businesses in Orland Park, Country Club HIlls  and Tinley Park. A wind gust of 65 mph was reported at Orland Park. A 58 mph wind gust was recorded at the Lansing, IL AWOS. 

 A very intense downburst or  possibly a gustnado produced F0-F1 intensity damage for about a 2 mile long and 50 yard wide path through Lynwood, from Stoney Island Road to Burnham Road, parallel to and about 1/2 mile north of Glenwood-Dyer Road. Several businesses had roof damage west of Lynwood. In a subdivision in Lynwood about 30 homes sustained some damage. Mostly shingles removed, antennas down, windows broken, tree limbs down, gutters and awnings damages. Two houses at Lakewood and 201st had about half the roof torn of, a church had roof damage and a bell tower damaged. About half dozen other houses had small sections of the roof peeled off. 

",287068,NA
"287071",17,"5/18/1997 0:00:00","07:05:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO","5/18/1997 0:00:00","07:10:00 PM",0,NA,0,"","CHICAGO",0,0,NA,52,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4150,8739,4150,8739,"On the south side of Chicago, roof and tree damage at 6800 S. California, 8700 Kostner, 7900 South Harlem, 6300 S. Cicero and 5600 Kolmar. A wind gust of 60 mph was reported at Calumet City around 815pm.

",287071,NA
"287113",17,"6/11/1997 0:00:00","12:10:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","HICKORY HILLS","6/11/1997 0:00:00","12:10:00 PM",0,NA,0,"","HICKORY HILLS",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4143,8749,4143,8749,"A thunderstorm produced downburst winds and heavy rain. Large tree limbs were blown down, fences were blown over and streets and basements were flooded.

",287113,NA
"287134",17,"6/20/1997 0:00:00","07:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","MORTON GROVE","6/20/1997 0:00:00","07:39:00 PM",0,NA,0,"","RIVER GROVE",0,0,NA,100,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4202,8746,4155,8749,"Strong thunderstorms produced hail, 1 inch in diameter, and strong winds which downed trees and power lines.

",287134,NA
"287225",17,"7/18/1997 0:00:00","12:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO","7/18/1997 0:00:00","12:15:00 PM",0,NA,0,"","LINCOLNWOOD",0,0,NA,100,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4150,8739,4201,8744,"A lake breeze developed late in the morning, and began firing off afternoon thunderstorms about 10 miles inland from the lake. These storms produced hail up to 1 inch in diameter, strong winds, and heavy rain.

",287225,NA
"287236",17,"7/18/1997 0:00:00","02:45:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","LEMONT","7/18/1997 0:00:00","02:45:00 PM",0,NA,0,"","LEMONT",0,0,NA,52,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4140,8800,4140,8800,"",287236,NA
"287241",17,"7/18/1997 0:00:00","03:10:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","MIDLOTHIAN","7/18/1997 0:00:00","03:10:00 PM",0,NA,0,"","MIDLOTHIAN",0,0,NA,52,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4137,8743,4137,8743,"",287241,NA
"287357",17,"7/26/1997 0:00:00","06:18:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","SCHAUMBURG","7/26/1997 0:00:00","06:18:00 PM",0,NA,0,"","SCHAUMBURG",0,0,NA,56,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4202,8805,4202,8805,"Severe thunderstorms produced strong winds across the far northern suburbs. Wind gusts to 65 mph damaged trees and downed power lines. Nickel-sized hail was reported in Mt. Prospect, in northern Cook County.


",287283,NA
"287358",17,"7/26/1997 0:00:00","06:25:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","MT PROSPECT","7/26/1997 0:00:00","06:25:00 PM",0,NA,0,"","MT PROSPECT",0,0,NA,88,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4204,8756,4204,8756,"",287284,NA
"287383",17,"8/3/1997 0:00:00","08:19:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","LEMONT","8/3/1997 0:00:00","08:19:00 PM",0,NA,0,"","LEMONT",0,0,NA,52,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4140,8800,4140,8800,"",287309,NA
"287403",17,"8/16/1997 0:00:00","05:15:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO","8/16/1997 0:00:00","05:15:00 PM",0,NA,0,"","CHICAGO",0,0,NA,50,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4150,8739,4150,8739,"Strong winds uprooted a  tree near Lake Shore Drive. Heavy rains caused flooding to many viaducts throughout the city. 

",287329,NA
"287404",17,"8/16/1997 0:00:00","05:44:00 PM","CST",31,"COOK","IL","FLOOD",0,"","COUNTYWIDE","8/16/1997 0:00:00","08:30:00 PM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"",287330,NA
"287442",17,"9/19/1997 0:00:00","02:30:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO","9/19/1997 0:00:00","02:30:00 PM",0,NA,0,"","CHICAGO",0,0,NA,0,0,1,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"A 13 year old boy was critically injured when he was struck by lightning while playing soccer at Gage Park on 55th Street on the southwest side of Chicago. It was not raining and there were no signs of lightning before he was struck. 

",287368,NA
"317364",17,"5/6/1998 0:00:00","12:45:00 PM","CST",31,"COOK","IL","FLOOD",0,"","SOUTH PORTION","5/6/1998 0:00:00","03:00:00 PM",0,NA,0,"","SOUTH PORTION",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"Strong thunderstorms moved through northeast Illinois during the afternoon, producing heavy rainfall across the area. A cooperative observer at Matteson, in southern Cook County, reported 3.10 inches of rain in 45 minutes had flooded an underpass. Flooding was also reported in Orland Park, in  southern Cook County. Near Park Forest flooding occurred along Thorn Creek in a Forest preserve and some roads were flooded.

In southern Grundy County,  1 inch of rain fell in 20 minutes in Mazon and hail, a half-inch in diameter, was reported in Coal City. Radar estimated between 1 and 2 inches of rain had fallen in southern Grundy and Will counties. 

",317343,NA
"317554",17,"5/28/1998 0:00:00","09:45:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","ARLINGTON HGTS","5/28/1998 0:00:00","10:00:00 PM",0,NA,0,"","COUNTRY CLUB HILLS",0,0,NA,56,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4205,8800,4133,8743,"Strong thunderstorm winds downed trees and numerous power lines. Commonwealth Edison estimated 150,000 households were without power in northern Illinois for about 12 hours. 

Wind gust reached 65 mph in Country Club Hills and 60 mph in Arlington Heights. In Arlington Heights, the public works department reported 15 homes had been hit by felled trees and between six and 10 cars were hit by trees.

In Wheeling, a roof of an apartment complex was torn off and slammed into the parking lot. Approximately 100 cars were damaged.
",317554,NA
"317820",17,"6/18/1998 0:00:00","07:35:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO","6/18/1998 0:00:00","07:50:00 PM",0,NA,0,"","MIDLOTHIAN",0,0,NA,56,0,1,0,NA,0,"","LOT","ILLINOIS, Northeast","",4150,8739,4137,8743,"A squall line moved east across north central and northeast Illinois causing widespread wind damage to trees and power lines. In Winnebago County, there were numerous trees and tree limbs downed in Loves Park and Machesney Park and the roof was torn off a sheet metal business. A small, brief tornado occurred in a field between Nelson and Dixon in Lee County. Golfball size hail was reported at the La Salle/Putnam County line and trees and utility poles were downed in western La Salle County. In Boone County, at Oak Lawn mobile home park at Poplar Grove many trees and limbs were blown down. Mobile homes and vehicles were damaged. A 120 year old, landmark barn was destroyed between Capron and Poplar Grove. Tree limbs and power lines were reported to be blown down in De Kalb and McHenry Counties. In Kane County trees were damaged in several towns along Highway 25. In Kendall County, a ham radio operator/storm spotter in Sandwich recorded a 74 mph wind gust and a large tree fell on a house in Yorkville. In Will County, a 70 mph wind gust was recorded at the NWS office in Romeoville. A bleacher was blown over in Homer Township. Wind gusts blew vehicles off I-80 just east of I-55 in Joliet. In Du Page County the scoreboard was destroyed at Naperville North High School and trees were downed in Bolingbrook. In Lake County a mobile home was blown over at Wadsworth. In Cook County, observers measured a 58 mph wind gust on the west side of Chicago and a 64 mph wind gust in Midlothian. Trees were damaged in the north suburbs of Glencoe, Wilmette and Winetka. The gym roof at Field School in Northbrook was peeled off. Four planes were damaged at Palwaukee Airport. In the west and south suburbs, the roof of a transmission shop was damaged in Bridgeview. Trees were blown down in Brookfield and Hodgkins. Siding on houses and fences were also damaged. In Evergreen Park a tree fell, damaging 2 houses. A 22 year old man was seriously injured when a tree fell on him in Chicago. Funnel clouds were spotted in Lake County and waterspouts were seen east of Wilmette. Damage to power lines resulted in 156,000 customers losing power. ",317749,NA
"317890",17,"6/26/1998 0:00:00","02:20:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"","PALOS HILLS","6/26/1998 0:00:00","02:45:00 AM",0,NA,0,"","PARK FOREST",0,0,NA,65,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4142,8748,4129,8741,"",317839,NA
"317891",17,"6/26/1998 0:00:00","02:52:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"","HAZEL CREST","6/26/1998 0:00:00","02:52:00 AM",0,NA,0,"","HAZEL CREST",0,0,NA,200,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4135,8741,4135,8741,"",317840,NA
"318050",17,"7/19/1998 0:00:00","04:38:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"","CHICAGO MIDWAY ARPT","7/19/1998 0:00:00","04:38:00 AM",0,NA,0,"","CHICAGO MIDWAY ARPT",0,0,NA,50,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4147,8745,4147,8745,"",317999,NA
"318105",17,"8/3/1998 0:00:00","11:00:00 PM","CST",31,"COOK","IL","FLOOD",0,"","COUNTYWIDE","8/4/1998 0:00:00","06:00:00 AM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"Heavy rain began late on the night of August 3 and continued into the early morning hours of the 4th. The heaviest rain fell in Will County but heavy rain was also reported in southern Du Page, Southwest Cook and part of Kankakee County. Some of the heavier rainfall amounts included 5.6 inches at Monee, 5 inches at Manhattan, 3.53 inches at Channahon, 3.51 inches at Bolingbrook, 3.05 inches at Peotone, 2.69 inches at Burr Ridge, 2.42 inches at Darien and 2 inches at Kankakee. The rain cuased flooding of roads, viaducts and underpasses but most of the water was receding by morning rush hour. ",318054,NA
"318109",17,"8/4/1998 0:00:00","11:00:00 AM","CST",31,"COOK","IL","FLOOD",0,"","COUNTYWIDE","8/4/1998 0:00:00","05:00:00 PM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,1,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"M6OU
Thunderstorms produced heavy rain over southern Kane, much of Du Page and part of Cook County. Heavier rainfall amounts included 2.72 inches at Aurora, 2.51 inches at Burr Ridge, 2.5 inches at Bolingbrook, 2.23 inches near Midway Airport and 1.99 inches at Willow Springs. Some of this area also had heavy rain late on the 3rd into the early morning hours of the 4th. Two day rain totals were 6.01 inches at Bolingbrook, 5.2 inches at Burr Ridge, 5.03 inches at Naperville, 3.95 inches at Olympia Fields, and 3.7 inches at Willow Springs. The afternoon storms caused more street flooding, backup of storm sewers and flooding of basements and low lying areas. A 6 year old boy was swept into a storm drain while playing in flood waters in Bolingbrook. He was carried over 1/4 mile through a drain pipe to a retention pond where he was pinned against a grate for 25 minutes until a rescue squad found him. He was pronounced dead at arrival at a nearby hospital.    ",318058,NA
"318130",17,"8/24/1998 0:00:00","12:50:00 PM","CST",31,"COOK","IL","THUNDERSTORM",3,"SW","CHICAGO MIDWAY ARPT","8/24/1998 0:00:00","01:13:00 PM",0,NA,0,"","CHICAGO HGTS",0,0,NA,61,0,1,0,NA,0,"","LOT","ILLINOIS, Northeast","",4145,8747,4130,8738,"A small intense line of thunderstorms raced across north central and northeast Illinois at 55 mph. There were numerous reports of tree limbs and power lines down as well as some structural damage to buildings and some trees uprooted. The most intense damage was from northern Ogle and extreme southern Winnebago Counties east southeast to southern Cook and eastern Will Counties. Some of the highest wind gusts included 74 mph at RFD at 1159 CST, 73 MPH at Carol Stream at 1236 CST, 80 mph at Joliet at 1253 pm CST, 61 mph at Burbank at 1300 CST and 67 mph at Midlothian at around 1310 CST. Four inch diameter tree limbs were blown down in southern Winnebago County. Tree damage was widespread across northern Ogle County, including trees and limbs on houses. State Roads 72 and 64 were down to one lane in places. The roof of Byron High School was damaged. There was also extensive damage to corn crops. Trees and power lines were down in Lee County. Trees and power lines were damaged in northern De Kalb County. A state trooper estimated winds in excess of 60 mph. A semi-tractor trailer driver was injured at Kirkland. A student suffered a broken leg and 10 other people had minor injuries at Northern Illinois University in DeKalb when the winds blew down tents and other debris at a display. In Kane County, trees were down at Elburn and signs were blown over at the Aurora toll plaza on I-88. A large tree fell on a house in Aurora. Large trees were blown down in northern Kendall County. In Minooka in northeast Grundy County winds gusted to 40 to 50 mph which caused a building under construction to collapse. A man was injured when he was trapped under the collapsed wall. In Du Page County , the roof was torn off a lumber store in Wheaton, a wall of a building under construction came down in Naperville and there was extensive damage to trees and houses in Wheaton and Lisle. A 39 year old worker was critically injured when he fell two stories from the roof of a building in Schaumburg. In Will County high winds damaged a roof at a shopping center in Crest Hill/Joliet, and tree limbs to 5 inches in diameter came down. Trees were also downed in Frankfort, New Lenox, Manhattan, Beecher, and Crete.  In Cook County, a day care center in Bridgeview had part of its roof torn off and windows broken. A CTA bus shelter blew over in the far southwest side of Chicago injuring a woman.  Part of the roof was peeled of Marist High School in the far southwest side of Chicago. About 260,000 customers in northern Illinois lost power.  The winds uprooted or severely damaged at least 200 trees in Chicago, according to the Bureau of Forestry.
",318089,NA
"318140",17,"9/7/1998 0:00:00","01:10:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"","ORLAND PARK","9/7/1998 0:00:00","01:10:00 AM",0,NA,0,"","ORLAND PARK",0,0,NA,50,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4138,8752,4138,8752,"Thunderstorm winds caused damage around the intersection of Wolf Road and 159th Street. Two stoplights were blown down and 3 power poles were snapped. There was extensive tree damage in a two block area mainly northwest of the intersection. Slate shingles from an old historic schoolhouse on 159th were blown across the road. Some of the shingles broke windows or became inbedded in a truck and van. A bank building also had some roof damage and a metal pole building northeast of the intersection was damaged. 
",318099,NA
"318145",17,"9/30/1998 0:00:00","02:25:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","ORLAND PARK","9/30/1998 0:00:00","02:25:00 PM",0,NA,0,"","ORLAND PARK",0,0,NA,52,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4138,8752,4138,8752,"A 60 mph wind gust was recorded on an anemometer. 
",318104,NA
"318147",17,"10/17/1998 0:00:00","02:00:00 PM","CST",31,"COOK","IL","FLOOD",0,"","COUNTYWIDE","10/17/1998 0:00:00","06:00:00 PM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"Three to 5 inches of rain fell over parts of north central and northeast Illinois. Most of the rain fell from mid  afternoon through early evening. The heavy rain caused flooding of streets and small streams in the area. 




",318106,NA
"354319",17,"4/21/1999 0:00:00","08:10:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","SCHAUMBURG","4/21/1999 0:00:00","08:10:00 PM",0,NA,0,"","SCHAUMBURG",0,0,NA,75,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4202,8805,4202,8805,"",354641,NA
"354335",17,"5/17/1999 0:00:00","01:30:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"","SCHAUMBURG","5/17/1999 0:00:00","01:30:00 AM",0,NA,0,"","SCHAUMBURG",0,0,NA,75,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4202,8805,4202,8805,"Thunderstorms produced damaging downburst winds throughout north central and northeast Illinois in the late night and early morning hours of the Sunday May 16th and Monday May 17th. In Lee County, trees were downed in Harmon. At a farm, a shed was destroyed and a large out building was blown into a farm house. Trees were blown down in Amboy. One tree limb fell on a house. The roof of a tavern was torn off. At a campground 4 miles east of Amboy, a camper was overturned. Trees and limbs were down elsewhere in the county. In Ogle County, trees were down in Forreston. Two farms were damaged near Chana at Flag Road and Sweeney Road. Several buildings were damaged or destroyed. A house was moved off its foundation. Nickel size hail was also reported with the storm. A house was damaged on the Lee/Ogle County Line. In Boone County, an addition to a high school that was under construction collapsed. North of Belvidere, trees were blown down and farm buildings were damaged on Poplar Grove Road. A tree fell on a house and a silo was blown over. There was also tree damage near Capron.

The most extensive damage was in Lake County near Wauconda in a swath about 4 miles long and 1 mile wide. There were tree limbs down in Tower Lakes along and north of Roberts Road and along Route 59. The most extensive damage was to a trailer park at Route 59 and 12. Winds knocked down tree many limbs and a few large trees were uprooted. Trees and limbs fell on homes and sheds. Trailer skirting and awnings were destroyed and strewn about the neighborhood. Thirty nine mobile homes were damaged and seven people were injured in the trailer park. Tree limbs were also blown down through the south and east parts of Wauconda. 
     ",354731,NA
"354350",17,"7/21/1999 0:00:00","05:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","OAK LAWN","7/21/1999 0:00:00","05:00:00 PM",0,NA,0,"","OAK LAWN",0,0,NA,55,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4143,8745,4143,8745,"Thunderstorm winds tore the roof off a three-story apartment building.
",355067,NA
"354688",17,"4/10/1999 0:00:00","04:15:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"","PARK FOREST","4/10/1999 0:00:00","04:15:00 PM",0,NA,0,"","HAZEL CREST",0,0,NA,175,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4129,8741,4135,8741,"Thunderstorms moved from LaSalle County east through the southwest and south suburbs of Chicago dumping hail from marble to golfball size. Some places had hail covering the ground a couple inches deep. ",354617,NA
"354711",17,"4/27/1999 0:00:00","08:45:00 PM","CST",31,"COOK","IL","FLOOD",0,"","MATTESON","4/27/1999 0:00:00","11:00:00 PM",0,NA,0,"","MATTESON",0,0,NA,0,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",0,0,0,0,"Heavy rain caused street flooding in Matteson and Frankfort. ",354651,NA
"354788",17,"5/17/1999 0:00:00","10:10:00 AM","CST",31,"COOK","IL","THUNDERSTORM",0,"","COUNTRY CLUB HILLS","5/17/1999 0:00:00","10:10:00 AM",0,NA,0,"","ALSIP",0,0,NA,50,0,0,0,NA,0,"","LOT","ILLINOIS, Northeast","",4133,8743,4140,8744,"A small intense thunderstorm cluster developed in Livingston County and raced northeast through Will County and into southern Cook County. Wind damaged a barn and a shed near Dwight. Power poles were also blown down. In Will County, trees were blown down in Wilmington and a tree fell on a house in Manhattan. A semi tractor-trailer was overturned on Laraway Road and Cherry Hill Road near New Lenox. In Cook County, part of the roof of a school was peeled off in Country Club Hills. There were no injuries to the students. The roof of an industrial building in Alsip was also damaged. 
 ",354738,NA
